rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
1483,230047,Brigham Young University-Hawaii,HI,0.005459057071960298,total revenue,expendable net assets trend,assets-to-liabilities ratio,0.2815411558669001,72787.09677419355,3410.0,-0.0649849191115985
1484,230038,Brigham Young University,UT,0.005459057071960298,tuition & fees,revenue trend (slope),expenses-to-revenue ratio,0.1621611336503702,77776.30935905853,39598.0,0.0070445817756415
1485,229780,Wayland Baptist University,TX,0.005459057071960298,3-yr expendable net assets % change,expenses trend (slope),revenue per student,0.0583258742199653,32880.06357758621,3712.0,-0.1582766439909297
1486,158802,Dillard University,LA,0.005459057071960298,3-yr avg expenses-to-revenue,3-yr avg operating margin,tuition dependence (tuition / total revenue),0.033518220529733,85026.34193011647,1202.0,-0.0422310756972111
1487,157748,The Southern Baptist Theological Seminary,KY,0.005459057071960298,undergraduate share of enrollment,revenue per student,total revenue,0.1730070411776913,18251.50789987573,5633.0,0.0204710144927536
1488,157377,Midway University,KY,0.005459057071960298,revenue per student,total assets,3-yr avg assets-to-liabilities,0.1897265999611743,15737.598751671869,2243.0,0.3879950495049505
1489,157216,Lindsey Wilson College,KY,0.005459057071960298,revenue per student,expenses-to-revenue ratio,3-yr expendable net assets % change,0.2386998388851926,8245.17896359083,5191.0,0.5537264292128106
1490,229267,Trinity University,TX,0.005459057071960298,endowment per student,tuition per student,total revenue,0.5054772924139662,669358.3322440087,2754.0,-0.0100647016534867
1491,169080,Calvin University,MI,0.005459057071960298,tuition per student,3-yr expendable net assets % change,revenue trend (slope),0.1190407648173315,77792.00652528548,3678.0,-0.0277557494052339
1492,168847,Baker College,MI,0.005459057071960298,3-yr avg operating margin,3-yr avg expenses-to-revenue,expenses trend (slope),0.2128560349684719,69940.63062700964,4976.0,-0.1842622950819672
1493,228981,Texas Lutheran University,TX,0.005459057071960298,tuition per student,3-yr expendable net assets % change,revenue per student,0.0814974780846536,65429.54599211564,1522.0,-0.0293367346938775
1494,228875,Texas Christian University,TX,0.005459057071960298,tuition & fees,revenue trend (slope),total revenue,0.218903100722397,195994.52978643688,13345.0,0.0664908495165028
1495,228343,Southwestern University,TX,0.005459057071960298,tuition per student,total revenue,total expenses,0.2672220085734879,270594.8485254692,1492.0,-0.0330524951393389
1496,228246,Southern Methodist University,TX,0.005459057071960298,tuition & fees,total revenue,revenue trend (slope),0.2837559869975238,167745.73643410852,12900.0,-0.0521675238795003
1497,228149,St. Mary's University,TX,0.005459057071960298,revenue per student,tuition per student,undergraduate share of enrollment,0.2309750723500326,70328.33235294117,3740.0,0.0257816785518376
1498,227757,Rice University,TX,0.005459057071960298,endowment per student,tuition & fees,tuition dependence (tuition / total revenue),0.218248218865142,865351.4073750818,9166.0,0.0437258027784103
1499,226587,McMurry University,TX,0.005459057071960298,3-yr enrollment % change,3-yr expendable net assets % change,expendable net assets trend,0.1609582381610398,35955.163996229974,3183.0,1.3878469617404352
1500,226231,LeTourneau University,TX,0.005459057071960298,change in net assets,revenue trend (slope),total liabilities,0.3515817984922169,8961.412440191387,4180.0,0.046046046046046
1501,225548,Howard Payne University,TX,0.005459057071960298,total liabilities,3-yr expendable net assets % change,undergrad enrollment,0.3203254221341257,94992.94693028096,961.0,-0.0102986611740473
1502,212805,Grove City College,PA,0.005459057071960298,3-yr expendable net assets % change,tuition per student,total revenue,0.5298305900070912,109484.70965189874,2528.0,0.0168946098149637
1503,166850,Merrimack College,MA,0.005459057071960298,tuition & fees,tuition per student,undergraduate share of enrollment,0.112385008236587,12684.97196671047,6849.0,0.0276069017254313
1504,150163,Butler University,IN,0.005459057071960298,tuition & fees,tuition per student,assets-to-liabilities ratio,0.0992972646214296,45975.09667440062,6465.0,0.0898516520566419
1505,149781,Wheaton College,IL,0.005459057071960298,3-yr avg operating margin,3-yr revenue % change,3-yr avg expenses-to-revenue,0.3175498317350618,187499.38537185,3254.0,-0.0329866270430906
1506,151801,Indiana Wesleyan University-Marion,IN,0.005459057071960298,3-yr enrollment % change,tuition per student,expenses-to-revenue ratio,0.3202824620531965,126095.66885102664,2289.0,-0.2261663286004056
1507,151786,Marian University,IN,0.005459057071960298,tuition & fees,tuition per student,revenue per student,0.1830438926048842,27024.55685689949,4696.0,-0.1354933726067746
1508,150756,Hanover College,IN,0.005459057071960298,3-yr avg expenses-to-revenue,tuition per student,3-yr avg operating margin,0.0708633166096384,133988.0016366612,1222.0,0.1068840579710145
1509,166027,Harvard University,MA,0.005459057071960298,endowment per student,tuition & fees,revenue per student,0.2980666231262968,1417413.2009159168,37558.0,-0.0461218062680957
1510,212674,Gettysburg College,PA,0.005459057071960298,tuition per student,undergraduate share of enrollment,total revenue,0.2705220772946965,126114.87399940703,3373.0,0.3269079464988198
1511,212577,Franklin and Marshall College,PA,0.005459057071960298,3-yr avg expenses-to-revenue,tuition & fees,3-yr avg operating margin,0.2203402394840098,233121.80508474572,2006.0,-0.0873521383075523
1512,212106,Duquesne University,PA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,tuition per student,0.1546948319967356,71755.53625705601,9212.0,0.0055670778299312
1513,225399,Houston Christian University,TX,0.005459057071960298,undergraduate share of enrollment,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.1265073032772197,25453.549529607084,5421.0,0.030412469112336
1514,225247,Hardin-Simmons University,TX,0.005459057071960298,tuition per student,3-yr enrollment % change,3-yr expendable net assets % change,0.1732485319515084,126572.51710376285,1754.0,-0.1514271891630382
1515,161457,University of New England,ME,0.005459057071960298,tuition & fees,undergraduate share of enrollment,total revenue,0.2448947997113133,29656.0975522281,11153.0,0.0659466692153302
1516,146719,Loyola University Chicago,IL,0.005459057071960298,tuition & fees,undergraduate share of enrollment,tuition per student,0.1255298967316409,54867.00072829423,19223.0,-0.0387538753875387
1517,146612,Lewis University,IL,0.005459057071960298,tuition per student,tuition & fees,revenue trend (slope),0.0711511429585065,14212.312172463078,8396.0,0.0793161074688263
1518,146481,Lake Forest College,IL,0.005459057071960298,tuition per student,total expenses,3-yr expendable net assets % change,0.1096865664246727,62250.01008064516,1984.0,0.1059085841694537
1519,148511,Rush University,IL,0.005459057071960298,revenue per student,undergrad enrollment,tuition & fees,0.0890265762902802,271277.9275232105,3339.0,-0.0318933024064946
1520,147767,Northwestern University,IL,0.005459057071960298,tuition & fees,3-yr avg operating margin,expendable net assets trend,0.1698149368757288,409031.3629083324,26847.0,-0.0005584096493187
1521,147660,North Central College,IL,0.005459057071960298,tuition per student,revenue per student,3-yr avg operating margin,0.1535513309040642,44165.59323640961,3164.0,0.0546666666666666
1522,147536,National Louis University,IL,0.005459057071960298,tuition & fees,revenue per student,change in net assets,0.1456037501682797,5714.276957913641,12807.0,0.2720500595947556
1523,147369,Moody Bible Institute,IL,0.005459057071960298,expendable net assets trend,revenue trend (slope),3-yr avg assets-to-liabilities,0.1191511225626224,20650.38293802601,2614.0,-0.1260448010698762
1524,433387,Western Governors University,UT,0.005459057071960298,tuition & fees,revenue trend (slope),assets-to-liabilities ratio,0.1404950680349227,11.768087896508948,282150.0,0.3170485788572042
1525,200156,University of Jamestown,ND,0.005459057071960298,revenue per student,change in net assets,3-yr expendable net assets % change,0.2959612183758903,30390.037061994608,1484.0,-0.0152621101526211
1526,190150,Columbia University in the City of New York,NY,0.005459057071960298,tuition & fees,revenue per student,tuition dependence (tuition / total revenue),0.1409301466395981,377943.190243653,39113.0,0.0466977092699636
1527,190099,Colgate University,NY,0.005459057071960298,tuition & fees,total revenue,enrollment trend (slope),0.2548843172109177,389167.7738833747,3224.0,-0.0043236565781346
1528,144962,Elmhurst University,IL,0.005459057071960298,tuition per student,tuition & fees,undergrad enrollment,0.203601476822012,40072.229119638825,4430.0,0.1429308565531475
1529,144740,DePaul University,IL,0.005459057071960298,tuition & fees,tuition per student,undergraduate share of enrollment,0.1772817992635556,41960.09495354643,24433.0,-0.024630738522954
1530,442806,Edward Via College of Osteopathic Medicine,VA,0.005459057071960298,tuition & fees,endowment EOY,total revenue,0.211882934020994,11935.0068833652,2615.0,0.1469298245614035
1531,168218,Wellesley College,MA,0.005459057071960298,endowment per student,tuition & fees,3-yr revenue % change,0.4038859467611265,1195055.533359968,2503.0,-0.0176609105180533
1532,168148,Tufts University,MA,0.005459057071960298,tuition & fees,revenue trend (slope),3-yr avg operating margin,0.1186298631030099,169538.64168618267,14945.0,-0.0372350705404883
1533,203535,Kenyon College,OH,0.005459057071960298,3-yr expendable net assets % change,tuition & fees,total revenue,0.3631565957604608,253377.86211079665,2473.0,0.2414658634538152
1534,203368,John Carroll University,OH,0.005459057071960298,tuition per student,3-yr enrollment % change,assets-to-liabilities ratio,0.1379156160825092,94205.54850378164,3041.0,-0.1218596592549812
1535,202763,The University of Findlay,OH,0.005459057071960298,revenue per student,enrollment trend (slope),total revenue,0.0053940261892747,9263.856511780104,6112.0,0.035230352303523
1536,202523,Denison University,OH,0.005459057071960298,3-yr revenue % change,tuition & fees,total revenue,0.2209673149887184,412636.6163621922,2518.0,0.0491666666666666
1537,202480,University of Dayton,OH,0.005459057071960298,tuition & fees,tuition per student,revenue trend (slope),0.0913099306984912,71094.79218005585,12174.0,-0.0882947652212985
1538,166683,Massachusetts Institute of Technology,MA,0.005459057071960298,endowment per student,tuition & fees,3-yr avg operating margin,0.2301380031228912,1902649.3224932249,12915.0,-0.0006190513038768
1539,166656,MCPHS University,MA,0.005459057071960298,tuition & fees,3-yr enrollment % change,3-yr avg operating margin,0.4840117154691173,276503.1447368421,6764.0,-0.1507846829880728
1540,166124,College of the Holy Cross,MA,0.005459057071960298,tuition & fees,total revenue,enrollment trend (slope),0.2476629446848932,335125.2386706949,3310.0,-0.0039121275955461
1541,191630,Hobart William Smith Colleges,NY,0.005459057071960298,3-yr avg expenses-to-revenue,3-yr revenue % change,total revenue,0.1602172916653408,108423.11359623307,1699.0,-0.0093294460641399
1542,191515,Hamilton College,NY,0.005459057071960298,endowment per student,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.2960148197406545,647782.5880114177,2102.0,-0.0145335208626347
1543,191241,Fordham University,NY,0.005459057071960298,tuition & fees,undergraduate share of enrollment,revenue per student,0.0814625000469665,57043.64041191205,17965.0,-0.0662681912681912
1544,190503,Culinary Institute of America,NY,0.005459057071960298,tuition & fees,assets-to-liabilities ratio,total revenue,0.1740231703019079,37574.21752852634,4119.0,0.0315552216378662
1545,161086,Colby College,ME,0.005459057071960298,3-yr revenue % change,tuition & fees,3-yr avg operating margin,0.3858492929713782,469320.3883495146,2472.0,0.0555081127241673
1546,161004,Bowdoin College,ME,0.005459057071960298,endowment per student,revenue per student,tuition & fees,0.4475052342430395,1280181.367690783,2018.0,0.0145801910507792
1547,160977,Bates College,ME,0.005459057071960298,tuition & fees,total revenue,3-yr avg operating margin,0.0819980007741552,231145.787377134,1933.0,-0.0127681307456588
1548,160755,Tulane University of Louisiana,LA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,assets-to-liabilities ratio,0.1277407579042312,150006.2558232397,15026.0,-0.0159790438768827
1549,159656,Loyola University New Orleans,LA,0.005459057071960298,tuition & fees,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.0746092190522986,50564.13907692308,4875.0,-0.0493369734789391
1550,159568,Louisiana Christian University,LA,0.005459057071960298,3-yr avg operating margin,3-yr avg expenses-to-revenue,total expenses,-0.0373467027718612,41860.92420091324,1095.0,-0.1858736059479553
1551,224527,East Texas Baptist University,TX,0.005459057071960298,expenses trend (slope),revenue trend (slope),revenue per student,0.0799834694555429,38280.514720812185,1970.0,0.0877967973495306
1552,224305,Dallas Theological Seminary,TX,0.005459057071960298,enrollment trend (slope),3-yr expendable net assets % change,undergraduate share of enrollment,0.2585778466577483,27246.03953871499,3035.0,0.0066334991708126
